Epoch,train_loss,train_acc,intra_pre_acc,intra_pre_loss,intra_acc_best,intra_acc_worst,intra_acc_mean,intra_acc_final,intra_loss_best,intra_loss_worst,intra_loss_mean,intra_loss_final
0,1.8656669788043518,29.487871697962287,30.25194430214688,1.8037184193020774,29.958552600940717,27.914124714758067,29.142644250919762,28.342569738741677,1.8433597854205541,1.8680993602389382,1.857420008097376,1.8472270426296054
1,1.7284042871821568,33.23334733137361,28.86881199646067,1.7358961488519395,31.13211940576538,27.779071391980626,29.865412378335584,30.671075303869976,1.7391962302582604,1.793019033613659,1.7711350726229802,1.7643307546774547
2,1.527182075373657,39.70044193812866,40.35300144367345,1.4944993058840434,38.07106598984772,24.770642201834864,31.0725096632981,31.25785870628231,1.5485213945309322,1.6643529200837726,1.608888367740881,1.6307770386338234
3,1.4195452096212247,44.50976863239147,42.43468541889815,1.4717179203317279,41.2378335584222,38.336515624272344,39.95156708424533,41.2378335584222,1.5165408381393977,1.5458226697075934,1.5298184027274448,1.5165408381393977
4,1.3421908653605625,48.167256584078224,46.234806501187535,1.4238975966970127,44.446514227169004,43.89698691379873,44.20714385507382,44.195035626135144,1.4491901468662989,1.4602864533662796,1.4543715839584668,1.4537436011291685
5,1.2460912856299553,52.676625272461855,43.10995203278536,1.4393635459599041,44.77716201741722,43.73399152423974,44.11400363246868,43.73399152423974,1.4184751297746385,1.4361916248287474,1.4287082158383868,1.4361916248287474
6,1.2121369318888926,54.10242566040754,48.19075117589531,1.3715449947686422,47.440972383924,46.3139756904019,46.66511432962325,46.35588879057421,1.3801251571802866,1.404192678630352,1.3970787138456389,1.404192678630352
7,1.1568593164843977,56.268122462855196,47.83216131886555,1.3805490395142919,47.01718437107065,45.96469985563265,46.3828994551297,45.96469985563265,1.3901805157462757,1.4192727169110662,1.4062169081398417,1.4192727169110662
8,1.124099023964094,57.80390745295658,47.89735947468915,1.3904763477898778,46.61202440273832,44.91687235132492,45.56885390956084,45.17766497461929,1.4008293629047417,1.4410930946469307,1.428226233805929,1.4374731738297712
9,1.10240731687497,58.929749835023095,50.68225213058259,1.3172090397704215,48.921901923345594,47.58999674009221,48.050109439761556,47.58999674009221,1.3394315881388528,1.3774287046066351,1.36057135019274,1.3774287046066351
10,1.0507029932173317,61.20343151958726,49.727564848879986,1.3516343466582752,48.12555302007172,46.584082335956786,47.19042518511619,46.584082335956786,1.3796675756928467,1.4230129104994593,1.402669433646259,1.4230129104994593
11,1.0138247814934578,62.87719719239306,49.979043449913846,1.3692834425185407,49.12681041307689,48.586597121967124,48.90793088995483,48.74027848926559,1.3677072296185153,1.3975669803718727,1.3818602801078843,1.3975669803718727
12,0.9795195530442631,64.27900093986841,50.55185581893541,1.3847551221648853,49.140781446467656,48.19075117589531,48.63596143994784,48.19075117589531,1.4005144600357329,1.4290013959010441,1.4168346820133073,1.4286477328056382
13,0.9468456790270403,65.43883856260123,51.3901178223816,1.3522148788684891,49.39691705863177,48.27923438737019,48.73003306477902,48.27923438737019,1.3930925542399997,1.4260783599955695,1.4114608914369629,1.4260783599955695
14,0.9184132014089228,66.75465434839123,51.41805988916313,1.3980360793925466,49.81139104922461,49.06626926838355,49.34103292506869,49.06626926838355,1.4058358117583252,1.445925666817597,1.431635939578215,1.445925666817597
